"","Nest_ID","merge_group","ID","Video_ID","Behavior","DateTimeBegin","DateTimeEnd","HowLeft","RecessCause","Comments_Notes","Who_Entered","Date_Entered","Double_Checked_Who","Double_Checked_Date","Date_Double_Checked","prev_beh","prev_vid","prev_end","merge_with_prev","n_rows_merged","year","found_day","species","habitat","fws_steel_band.x","eggs_max","fate","fate_day","eggs_hatched","ducklings_min","predator","camera_nest","camera_type","camera_start","camera_end","camera_fate","camera_days","camera_exposure","inc_late","inc_mean","inc_median","inc_early","inc_hatch","inc_firsthatch","found_laying","init_laying","init_mean","init_median","init_hatch","init_firsthatch","found_status","eggs_depredated","eggs_inviable","Species","Fate_video","Fate_Dep_Species_video","Min_Number_Ducklings_video","capture_date","capture_datetime","release_datetime","age","mass","wing_chord","flattened_wing","culmen","nares_distal","nares_proximal","tarsus_total","tarsus_diagonal","head","primary_ninth","transmitter","DurationSecs","NextDateTimeBegin","TimeToNextVidSecs","DurationMins","Time_Diff_Mins","Fate_video_simple","Fate_combined"
"11","11-AJW002",7,22131,"11-AJW002_1","U-Unviewable",2011-07-02 13:03:56,2011-07-02 15:33:41,"NotApplicable","NotApplicable","White screen due to sun in camera, hen took break before and returned at some point during whiteout.","Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"N-NotIncubating","11-AJW002_1",2011-07-02 18:30:52,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8985,2011-07-02 21:01:07,15,149.75,-327.183333333333,"Depredated","Depredated"
"12","11-AJW002",8,25749,"11-AJW002_1","I-Incubating",2011-07-02 15:33:56,2011-07-02 17:36:41,NA,"NotApplicable",NA,"AMM",2020-09-14,NA,NA,NA,"U-Unviewable","11-AJW002_1",2011-07-02 21:00:52,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7365,2011-07-02 23:04:07,15,122.75,-327.183333333333,"Depredated","Depredated"
"13","11-AJW002",9,25750,"11-AJW002_1","N-NotIncubating",2011-07-02 17:36:56,2011-07-02 18:24:26,NA,"O",NA,"AMM",2020-09-14,NA,NA,NA,"I-Incubating","11-AJW002_1",2011-07-02 23:03:52,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2850,2011-07-02 23:51:52,15,47.5,-327.183333333333,"Depredated","Depredated"
"14","11-AJW002",10,25751,"11-AJW002_1","I-Incubating",2011-07-02 18:24:41,2011-07-03 00:43:26,NA,"NotApplicable",NA,"AMM",2020-09-14,NA,NA,NA,"N-NotIncubating","11-AJW002_1",2011-07-02 23:51:37,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22725,2011-07-03 06:10:52,15,378.75,-327.183333333333,"Depredated","Depredated"
"15","11-AJW002",11,20534,"11-AJW002_1","N-NotIncubating",2011-07-03 00:43:41,2011-07-03 01:48:26,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"I-Incubating","11-AJW002_1",2011-07-03 06:10:37,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3885,2011-07-03 07:15:52,15,64.75,-327.183333333333,"Depredated","Depredated"
"16","11-AJW002",12,21343,"11-AJW002_1","I-Incubating",2011-07-03 01:48:41,2011-07-03 07:53:26,"NotRecorded","NotApplicable",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"N-NotIncubating","11-AJW002_1",2011-07-03 07:15:37,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21885,2011-07-03 13:20:52,15,364.75,-327.183333333333,"Depredated","Depredated"
"17","11-AJW002",13,20535,"11-AJW002_1","N-NotIncubating",2011-07-03 07:53:41,2011-07-03 10:26:11,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"I-Incubating","11-AJW002_1",2011-07-03 13:20:37,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9150,2011-07-03 15:53:37,15,152.5,-327.183333333333,"Depredated","Depredated"
"18","11-AJW002",14,21344,"11-AJW002_1","I-Incubating",2011-07-03 10:26:26,2011-07-03 15:31:56,"NotRecorded","NotApplicable",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"N-NotIncubating","11-AJW002_1",2011-07-03 15:53:22,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18330,2011-07-03 20:59:22,15,305.5,-327.183333333333,"Depredated","Depredated"
"19","11-AJW002",15,20536,"11-AJW002_1","N-NotIncubating",2011-07-03 15:32:11,2011-07-03 16:58:11,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"I-Incubating","11-AJW002_1",2011-07-03 20:59:07,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160,2011-07-03 22:25:37,15,86,-327.183333333333,"Depredated","Depredated"
"20","11-AJW002",16,21345,"11-AJW002_1","I-Incubating",2011-07-03 16:58:26,2011-07-04 03:17:11,"NotRecorded","NotApplicable",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"N-NotIncubating","11-AJW002_1",2011-07-03 22:25:22,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37125,2011-07-04 08:44:37,15,618.75,-327.183333333333,"Depredated","Depredated"
"21","11-AJW002",17,20537,"11-AJW002_1","N-NotIncubating",2011-07-04 03:17:26,2011-07-04 04:07:56,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"I-Incubating","11-AJW002_1",2011-07-04 08:44:22,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030,2011-07-04 09:35:22,15,50.5,-327.183333333333,"Depredated","Depredated"
"22","11-AJW002",18,21346,"11-AJW002_1","I-Incubating",2011-07-04 04:08:11,2011-07-04 05:13:41,"NotRecorded","NotApplicable",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"N-NotIncubating","11-AJW002_1",2011-07-04 09:35:07,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3930,2011-07-04 10:41:07,15,65.5,-327.183333333333,"Depredated","Depredated"
"23","11-AJW002",19,20538,"11-AJW002_1","N-NotIncubating",2011-07-04 05:13:56,2011-07-04 07:08:26,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"I-Incubating","11-AJW002_1",2011-07-04 10:40:52,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6870,2011-07-04 12:35:52,15,114.5,-327.183333333333,"Depredated","Depredated"
"24","11-AJW002",20,21347,"11-AJW002_1","I-Incubating",2011-07-04 07:08:41,2011-07-04 11:37:26,"NotRecorded","NotApplicable",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"N-NotIncubating","11-AJW002_1",2011-07-04 12:35:37,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16125,2011-07-04 17:04:52,15,268.75,-327.183333333333,"Depredated","Depredated"
"25","11-AJW002",21,20539,"11-AJW002_1","N-NotIncubating",2011-07-04 11:37:41,2011-07-04 13:36:26,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"I-Incubating","11-AJW002_1",2011-07-04 17:04:37,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7125,2011-07-04 19:03:52,15,118.75,-327.183333333333,"Depredated","Depredated"
"26","11-AJW002",22,21348,"11-AJW002_1","I-Incubating",2011-07-04 13:36:41,2011-07-04 17:17:41,"NotRecorded","NotApplicable",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"N-NotIncubating","11-AJW002_1",2011-07-04 19:03:37,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13260,2011-07-04 22:45:07,15,221,-327.183333333333,"Depredated","Depredated"
"27","11-AJW002",23,20540,"11-AJW002_1","N-NotIncubating",2011-07-04 17:17:56,2011-07-04 18:35:26,"F","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"I-Incubating","11-AJW002_1",2011-07-04 22:44:52,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4650,2011-07-05 00:02:52,15,77.5,-327.183333333333,"Depredated","Depredated"
"28","11-AJW002",24,21349,"11-AJW002_1","I-Incubating",2011-07-04 18:35:41,2011-07-05 05:11:41,"NotRecorded","NotApplicable",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"N-NotIncubating","11-AJW002_1",2011-07-05 00:02:37,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38160,2011-07-05 10:39:07,15,636,-327.183333333333,"Depredated","Depredated"
"29","11-AJW002",25,20541,"11-AJW002_1","N-NotIncubating",2011-07-05 05:11:56,2011-07-05 05:55:41,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"I-Incubating","11-AJW002_1",2011-07-05 10:38:52,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2625,2011-07-05 11:23:07,15,43.75,-327.183333333333,"Depredated","Depredated"
"30","11-AJW002",26,21350,"11-AJW002_1","I-Incubating",2011-07-05 05:55:56,2011-07-05 08:12:41,"NotRecorded","NotApplicable",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"N-NotIncubating","11-AJW002_1",2011-07-05 11:22:52,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8205,2011-07-05 13:40:07,15,136.75,-327.183333333333,"Depredated","Depredated"
"31","11-AJW002",27,20542,"11-AJW002_1","N-NotIncubating",2011-07-05 08:12:56,2011-07-05 09:42:11,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"I-Incubating","11-AJW002_1",2011-07-05 13:39:52,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5355,2011-07-05 15:09:37,15,89.25,-327.183333333333,"Depredated","Depredated"
"32","11-AJW002",28,21351,"11-AJW002_1","I-Incubating",2011-07-05 09:42:26,2011-07-05 11:45:56,"NotRecorded","NotApplicable",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"N-NotIncubating","11-AJW002_1",2011-07-05 15:09:22,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7410,2011-07-05 17:13:22,15,123.5,-327.183333333333,"Depredated","Depredated"
"33","11-AJW002",29,20543,"11-AJW002_1","N-NotIncubating",2011-07-05 11:46:11,2011-07-05 12:57:41,"NotRecorded","O",NA,"Transferred from FFWFO yearly excel table",2020-05-28,"AMM",2020-09-14,NA,"I-Incubating","11-AJW002_1",2011-07-05 17:13:07,FALSE,1,2011,178,"LTDU",NA,NA,2,"Destroyed",202,NA,NA,"GLGU",1,"Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4290,2011-07-05 18:25:07,15,71.5,-327.183333333333,"Depredated","Depredated"
