"","ID","Nest_ID","Video_ID","Behavior","DateTimeBegin","DateTimeEnd","RecessCause","X","year","found_day","habitat","fws_steel_band.x","eggs_max","fate","fate_day","eggs_hatched","ducklings_min","predator","camera_type","camera_start","camera_end","camera_fate","camera_days","camera_exposure","inc_late","inc_mean","inc_median","inc_early","inc_hatch","inc_firsthatch","found_laying","init_laying","init_mean","init_median","init_hatch","init_firsthatch","found_status","eggs_depredated","eggs_inviable","Species","Fate_video","Fate_Dep_Species_video","Min_Number_Ducklings_video","capture_date","capture_datetime","release_datetime","age","mass","wing_chord","flattened_wing","culmen","nares_distal","nares_proximal","tarsus_total","tarsus_diagonal","head","primary_ninth","transmitter","DurationSecs","NextDateTimeBegin","TimeToNextVidSecs","DurationMins","Time_Diff_Mins","Fate_video_simple","Fate_combined"
"11",22131,"11-AJW002","11-AJW002_1","U-Unviewable",2011-07-02 13:03:56,2011-07-02 15:33:41,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8985,2011-07-02 21:01:07,15,36.75,-327.183333333333,"Depredated","Depredated"
"12",25749,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-02 15:33:56,2011-07-02 17:36:41,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7365,2011-07-02 23:04:07,15,35.75,-327.183333333333,"Depredated","Depredated"
"13",25750,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-02 17:36:56,2011-07-02 18:24:26,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2850,2011-07-02 23:51:52,15,35.25,-327.183333333333,"Depredated","Depredated"
"14",25751,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-02 18:24:41,2011-07-03 00:43:26,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22725,2011-07-03 06:10:52,15,56.75,-327.183333333333,"Depredated","Depredated"
"15",20534,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-03 00:43:41,2011-07-03 01:48:26,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3885,2011-07-03 07:15:52,15,50.75,-327.183333333333,"Depredated","Depredated"
"16",21343,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-03 01:48:41,2011-07-03 07:53:26,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21885,2011-07-03 13:20:52,15,18.25,-327.183333333333,"Depredated","Depredated"
"17",20535,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-03 07:53:41,2011-07-03 10:26:11,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9150,2011-07-03 15:53:37,15,52.25,-327.183333333333,"Depredated","Depredated"
"18",21344,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-03 10:26:26,2011-07-03 15:31:56,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18330,2011-07-03 20:59:22,15,61.5,-327.183333333333,"Depredated","Depredated"
"19",20536,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-03 15:32:11,2011-07-03 16:58:11,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160,2011-07-03 22:25:37,15,26.5,-327.183333333333,"Depredated","Depredated"
"20",21345,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-03 16:58:26,2011-07-04 03:17:11,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37125,2011-07-04 08:44:37,15,37.5,-327.183333333333,"Depredated","Depredated"
"21",20537,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-04 03:17:26,2011-07-04 04:07:56,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030,2011-07-04 09:35:22,15,39.25,-327.183333333333,"Depredated","Depredated"
"22",21346,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-04 04:08:11,2011-07-04 05:13:41,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3930,2011-07-04 10:41:07,15,37.5,-327.183333333333,"Depredated","Depredated"
"23",20538,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-04 05:13:56,2011-07-04 07:08:26,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6870,2011-07-04 12:35:52,15,59.5,-327.183333333333,"Depredated","Depredated"
"24",21347,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-04 07:08:41,2011-07-04 11:37:26,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16125,2011-07-04 17:04:52,15,25.5,-327.183333333333,"Depredated","Depredated"
"25",20539,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-04 11:37:41,2011-07-04 13:36:26,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7125,2011-07-04 19:03:52,15,18,-327.183333333333,"Depredated","Depredated"
"26",21348,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-04 13:36:41,2011-07-04 17:17:41,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13260,2011-07-04 22:45:07,15,30.25,-327.183333333333,"Depredated","Depredated"
"27",20540,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-04 17:17:56,2011-07-04 18:35:26,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4650,2011-07-05 00:02:52,15,7.5,-327.183333333333,"Depredated","Depredated"
"28",21349,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-04 18:35:41,2011-07-05 05:11:41,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38160,2011-07-05 10:39:07,15,71.25,-327.183333333333,"Depredated","Depredated"
"29",20541,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-05 05:11:56,2011-07-05 05:55:41,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2625,2011-07-05 11:23:07,15,13.75,-327.183333333333,"Depredated","Depredated"
"30",21350,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-05 05:55:56,2011-07-05 08:12:41,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8205,2011-07-05 13:40:07,15,2.25,-327.183333333333,"Depredated","Depredated"
"31",20542,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-05 08:12:56,2011-07-05 09:42:11,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5355,2011-07-05 15:09:37,15,1.5,-327.183333333333,"Depredated","Depredated"
"32",21351,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-05 09:42:26,2011-07-05 11:45:56,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7410,2011-07-05 17:13:22,15,18.75,-327.183333333333,"Depredated","Depredated"
"33",20543,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-05 11:46:11,2011-07-05 12:57:41,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4290,2011-07-05 18:25:07,15,22.5,-327.183333333333,"Depredated","Depredated"
"34",21352,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-05 12:57:56,2011-07-05 15:02:41,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7485,2011-07-05 20:30:07,15,11,-327.183333333333,"Depredated","Depredated"
"35",20544,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-05 15:02:56,2011-07-05 16:16:41,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4425,2011-07-05 21:44:07,15,34.75,-327.183333333333,"Depredated","Depredated"
"36",21353,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-05 16:16:56,2011-07-05 18:48:26,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9090,2011-07-06 00:15:52,15,43,-327.183333333333,"Depredated","Depredated"
"37",20545,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-05 18:48:41,2011-07-05 19:34:11,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2730,2011-07-06 01:01:37,15,28,-327.183333333333,"Depredated","Depredated"
"38",21354,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-05 19:34:26,2011-07-05 22:53:11,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11925,2011-07-06 04:20:37,15,23.5,-327.183333333333,"Depredated","Depredated"
"39",20546,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-05 22:53:26,2011-07-05 23:43:56,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030,2011-07-06 05:11:22,15,16.25,-327.183333333333,"Depredated","Depredated"
"40",21355,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-05 23:44:11,2011-07-06 12:33:41,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46170,2011-07-06 18:01:07,15,32.5,-327.183333333333,"Depredated","Depredated"
"41",20547,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-06 12:33:56,2011-07-06 13:25:26,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3090,2011-07-06 18:52:52,15,49,-327.183333333333,"Depredated","Depredated"
"42",21356,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-06 13:25:41,2011-07-06 13:25:56,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2011-07-06 18:53:22,15,39.25,-327.183333333333,"Depredated","Depredated"
"43",25752,"11-AJW002","11-AJW002_1","U-Unviewable",2011-07-06 13:26:11,2011-07-06 15:50:11,"NotApplicable",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8640,2011-07-06 21:17:37,15,42,-327.183333333333,"Depredated","Depredated"
"44",20548,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-06 15:50:26,2011-07-06 16:03:26,"O",102,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780,2011-07-06 21:30:52,15,27.25,-327.183333333333,"Depredated","Depredated"
