"","ID","Nest_ID","Video_ID","Behavior","DateTimeBegin","DateTimeEnd","RecessCause","X","year","found_day","habitat","fws_steel_band.x","eggs_max","fate","fate_day","eggs_hatched","ducklings_min","predator","camera_type","camera_start","camera_end","camera_fate","camera_days","camera_exposure","inc_late","inc_mean","inc_median","inc_early","inc_hatch","inc_firsthatch","found_laying","init_laying","init_mean","init_median","init_hatch","init_firsthatch","found_status","eggs_depredated","eggs_inviable","Species","Fate_video","Fate_Dep_Species_video","Min_Number_Ducklings_video","capture_date","capture_datetime","release_datetime","age","mass","wing_chord","flattened_wing","culmen","nares_distal","nares_proximal","tarsus_total","tarsus_diagonal","head","primary_ninth","transmitter","DurationSecs","NextDateTimeBegin","TimeToNextVidSecs"
"16",21343,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-03 07:15:52,2011-07-03 13:20:37,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21885,2011-07-03 13:20:52,15
"17",20535,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-03 13:20:52,2011-07-03 15:53:22,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9150,2011-07-03 15:53:37,15
"18",21344,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-03 15:53:37,2011-07-03 20:59:07,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18330,2011-07-03 20:59:22,15
"19",20536,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-03 20:59:22,2011-07-03 22:25:22,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160,2011-07-03 22:25:37,15
"20",21345,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-03 22:25:37,2011-07-04 08:44:22,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37125,2011-07-04 08:44:37,15
"21",20537,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-04 08:44:37,2011-07-04 09:35:07,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030,2011-07-04 09:35:22,15
"22",21346,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-04 09:35:22,2011-07-04 10:40:52,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3930,2011-07-04 10:41:07,15
"23",20538,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-04 10:41:07,2011-07-04 12:35:37,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6870,2011-07-04 12:35:52,15
"24",21347,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-04 12:35:52,2011-07-04 17:04:37,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16125,2011-07-04 17:04:52,15
"25",20539,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-04 17:04:52,2011-07-04 19:03:37,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7125,2011-07-04 19:03:52,15
"26",21348,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-04 19:03:52,2011-07-04 22:44:52,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13260,2011-07-04 22:45:07,15
"27",20540,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-04 22:45:07,2011-07-05 00:02:37,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4650,2011-07-05 00:02:52,15
"28",21349,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-05 00:02:52,2011-07-05 10:38:52,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38160,2011-07-05 10:39:07,15
"29",20541,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-05 10:39:07,2011-07-05 11:22:52,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2625,2011-07-05 11:23:07,15
"30",21350,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-05 11:23:07,2011-07-05 13:39:52,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8205,2011-07-05 13:40:07,15
"31",20542,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-05 13:40:07,2011-07-05 15:09:22,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5355,2011-07-05 15:09:37,15
"32",21351,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-05 15:09:37,2011-07-05 17:13:07,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7410,2011-07-05 17:13:22,15
"33",20543,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-05 17:13:22,2011-07-05 18:24:52,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4290,2011-07-05 18:25:07,15
"34",21352,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-05 18:25:07,2011-07-05 20:29:52,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7485,2011-07-05 20:30:07,15
"35",20544,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-05 20:30:07,2011-07-05 21:43:52,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4425,2011-07-05 21:44:07,15
"36",21353,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-05 21:44:07,2011-07-06 00:15:37,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9090,2011-07-06 00:15:52,15
"37",20545,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-06 00:15:52,2011-07-06 01:01:22,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2730,2011-07-06 01:01:37,15
"38",21354,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-06 01:01:37,2011-07-06 04:20:22,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11925,2011-07-06 04:20:37,15
"39",20546,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-06 04:20:37,2011-07-06 05:11:07,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030,2011-07-06 05:11:22,15
"40",21355,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-06 05:11:22,2011-07-06 18:00:52,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46170,2011-07-06 18:01:07,15
"41",20547,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-06 18:01:07,2011-07-06 18:52:37,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3090,2011-07-06 18:52:52,15
"42",21356,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-06 18:52:52,2011-07-06 18:53:07,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2011-07-06 18:53:22,15
"43",25752,"11-AJW002","11-AJW002_1","U-Unviewable",2011-07-06 18:53:22,2011-07-06 21:17:22,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8640,2011-07-06 21:17:37,15
"44",20548,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-06 21:17:37,2011-07-06 21:30:37,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780,2011-07-06 21:30:52,15
"45",21357,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-06 21:30:52,2011-07-07 00:33:52,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10980,2011-07-07 00:34:07,15
"46",20549,"11-AJW002","11-AJW002_1","N-NotIncubating",2011-07-07 00:34:07,2011-07-07 01:24:07,"O",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,2011-07-07 01:24:22,15
"47",21358,"11-AJW002","11-AJW002_1","I-Incubating",2011-07-07 01:24:22,2011-07-07 05:05:22,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13260,NA,NA
"48",25753,"11-AJW002","11-AJW002_2","I-Incubating",2011-07-07 05:15:30,2011-07-07 12:20:15,"NotApplicable",97,2011,178,NA,NA,2,"Destroyed",202,NA,NA,"GLGU","Reconyx","2011-07-02 5:08:22",NA,"2011-07-21 14:10:28",21.07072917,19.38,183,182.5,182.5,182,NA,NA,NA,NA,182.5,182.5,NA,NA,"Active",1,0,"LTDU","Depredated","GLGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25485,2011-07-07 12:20:30,15
